Coments_norm,Polaridade,Estrelas,Classificacao_estrelas
wonderful atmosphere saturday well received prepare wait pleasant family atmosphere attentive waiters first day international shrimp shrimp liked made nightcap repeated dish suggestions people larger dishes come account buy couple whichever way highly recommend,positivo,5,positivo
excellent service fantastic food even better menu two people better prices,positivo,5,positivo
excellent variety food ordered risotto covered shrimps sensational company friends also strong points,positivo,4,positivo
good shrimp service fair price pool board games good recommend,positivo,5,positivo
best restaurant christmas service dream restaurant sao paulo love best shrimp sophisticated dishes fair price pastel camarao hummmmmmmm,positivo,5,positivo
would like praise camoes restaurant excellent quality service return,positivo,5,positivo
perfect timing excellent service starters served drink dish served remove starters delicious food well served excellent service,positivo,5,positivo
delicious food exceptional service surprise received many recommendations restaurant dishes delicious good desserts huge pastel shrimp equal rating 10,positivo,5,positivo
go sure eat well served excellence christmas nights give gifts go shrimps everything delicious,positivo,5,positivo
excellent restaurant wonderful food service decoration best value money christmas quica,positivo,5,positivo
excellent nothing missing everything first class divine service show apartment everything requested,positivo,5,positivo
best restaurants town well served dishes delicious pastel camarao caipirinha caju great options starters,positivo,5,positivo
excellent restaurant modern sophisticated atmosphere excellent service phenomenal food starter capresi camarao,positivo,5,positivo
beautiful restaurant exceptional food waited 40 minutes friday night worth super fair price great service also compliments,positivo,5,positivo
cozy restaurant waiters service 100 wednesday arrived 7pm empty although already queue recommend arriving early position chef dishes shrimp ate sensational mangrove corner,neutro,5,positivo
think good food worth repeating excellent service options like seafood specialty seafood caprese shrimp dream,positivo,5,positivo
great restaurant perfect food seafood prepared high quality high standard service definitely come back,positivo,5,positivo
renowned restaurant came across unpleasant situation dishes served 2 people wife eat shrimp asked could serve shrimp dish another protein immediately said yes possible immediately already negative part waiter claiming serve argued waste food couple ordering dish make clear thanks god money problem anyway got left management tried make us go back talk mother know could help thank education boring think standard food yes terrible service people unprepared follow restaurants serving dishes two people serve individual dishes need want,negativo,2,negativo
excellent restaurant refined great staff wonderful food recommend definitely back,positivo,5,positivo
doubts restaurants missed christmas itinerary wonderful atmosphere good food plentiful definitely worth visiting back doubts next stay christmas,negativo,5,positivo
excellent restaurant excellent service excellent food professional customer service pleasant atmosphere,positivo,5,positivo
every time surprise still delicious food mandatory stop christmas wonderful service delicious plentiful food,positivo,5,positivo
varied menu typical dishes tastes easy location local parking thought took long time wait get tuesday indicates quality service waiters attentive,neutro,5,positivo
best experiences restaurants cuisine service simply spectacular definitely recommend,positivo,5,positivo
cozy atmosphere well decorated dishes plentiful delicious waiters attentive polite fair price considering quality flavor recommend,positivo,5,positivo
time visited cameroon twice dish worth time innovated cameroon flor sal delicious,positivo,5,positivo
dinner restaurant shrimps 3 people last week january 2020 ordered starter exaggerated delicious shrimp caprese ceviche pastel shrimp food good ordered main course crispy shrimps risotto brie risotto great shell wraps shrimps hard hard chew took toppings able eat like plus price salty,neutro,4,positivo
